0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,target
0.420390771,-0.069346825,-0.570505018,0.19268677,-0.010419242,0.425124076,-0.355231144,0.096610951,0.077398548,-0.674742111,0.587399226,-0.751654014,-1.034041189,-0.887327171,0.54290595,-1.075651847,-0.666262126,-1.150407548,-0.168280571,0.236054402,0.134049841,0.071304563,0.046813397,-0.851860476,0.10299926,-0.375712498,0.820494047,0.666879997,-0.49258508,1
-0.239510611,0.252434292,-0.375572016,0.153964674,-0.105935395,-0.04050012,-0.29198292,0.134254843,-0.592495665,-0.652959392,0.355513717,-0.745484743,0.331258652,-0.732068343,0.603241932,-1.053706097,-0.788713853,-1.093675528,0.895596335,0.333097277,0.191476182,0.290352521,-0.25698738,-0.817678369,0.308659979,1.58255702,0.57426283,0.4790626,0.037205015,1
-0.118272788,-0.147273675,2.130266599,-0.32457647,0.325206165,0.269674608,0.765698048,-0.244009585,1.240398471,0.413786637,-0.309533195,-0.126707146,2.950455554,1.21135963,-0.859404607,0.054492752,0.779307377,0.092994145,0.514388469,0.111613515,-0.272591304,-0.403867615,-0.122662655,0.858509507,0.542583895,0.756341629,-0.237841396,-0.403985377,-0.986386031,0
-0.856339584,0.138286386,-0.629378794,0.614607328,-0.645146425,-0.665344037,-0.874640049,0.467202386,-1.046682456,-1.236294171,1.134528282,-1.178101454,0.349228227,-1.254949718,-1.23846029,-1.410171403,-1.627755403,-1.45993267,1.08515113,0.553302697,0.404541425,0.168449724,0.446415592,-0.20580322,0.493185545,0.658419181,1.608331733,-0.025888285,1.046309946,1
0.257487962,0.036310545,-0.204209257,0.507654361,-0.243326508,-0.193978914,-0.288303052,0.044935925,-0.396852756,-0.371330184,0.875170025,-0.731092767,-2.111478916,-0.634714885,0.439712293,-0.596384717,-0.736344168,-0.46415102,-0.325437847,0.125250149,0.161267721,0.166801209,-0.183595776,0.331965518,1.04437737,0.029552545,0.643068485,0.737741564,1.021931368,1
-0.414053547,-0.450309142,1.184439612,-0.376931942,1.009991062,1.38356278,0.520716282,-0.025854149,0.42866073,0.614011342,0.07418222,1.28862016,-0.602819108,0.744318807,-0.011614611,-0.189422654,0.734449182,-0.498855367,-0.94711822,-0.954016129,-0.140163032,0.634759885,0.35597368,-2.139832704,-0.093896207,-0.7218959,-0.664236217,-1.519287325,0.083865477,0
-0.906170657,1.093792714,-1.188981974,1.927837715,-1.211945399,-1.472381162,-1.470255444,0.821719449,-1.749467913,-1.675775286,1.845316521,-1.921139294,0.156636597,-1.716990138,0.393800758,-2.021289817,-2.174220172,-2.034387157,1.907957711,0.860144675,0.755996713,0.583960348,0.269596941,0.963677527,-0.862016287,0.885680561,1.625994828,1.398315512,1.383439771,1
0.517424232,-0.015548601,-0.226927891,0.43843938,0.045175421,0.110405082,-0.120821582,-0.010674328,-0.382384846,-0.150932458,0.483527645,-0.581315961,-1.199868955,-0.604419366,0.081258976,0.010766944,-0.446996691,0.138874255,-0.260331979,0.132605035,0.070803501,-0.06003877,-0.283603022,-1.004202809,1.06070073,0.416599939,0.365244245,0.538354076,-1.376212079,1
-0.330648912,-0.161175582,1.287777124,-0.590603226,0.288755101,-0.284954403,0.617563418,-0.083675916,0.080196031,0.396135549,-0.932213078,0.612319417,-0.104145593,1.097426518,0.94339879,0.603569979,0.404696977,-0.036621289,0.048536367,-0.15933913,-0.287466884,-1.276036089,0.293728943,0.688712163,0.151664963,-0.168317056,-0.218446456,-0.033030812,1.32662819,0
-2.000170298,2.5699611,-1.92451408,2.221063864,-2.318591986,0.161845304,-2.769028441,-1.133685854,-2.499857992,-2.325013384,1.275155945,-1.697907367,-0.191460997,-0.99397904,-1.319306429,-1.630120435,-1.790681081,-1.799661272,0.874096685,2.071375261,-2.120327147,2.569504882,1.581771707,0.802914883,-1.069802639,0.383744215,-2.779048226,-1.374658418,-0.14920708,1
-0.240132238,-0.915493061,2.236124872,-0.151930295,0.14316842,0.636063691,0.426315013,-0.1601898,-0.180551607,0.905193772,-0.952978179,0.544566077,1.004834705,0.474770205,1.673086683,-0.500386968,0.724665656,1.503671538,0.070742072,0.400874466,-0.100611496,0.204237257,0.361767716,0.172592802,0.37221853,0.13885852,-0.335764059,-0.325829429,-1.277634247,0
-1.154414548,0.40024138,-1.031192641,0.889554287,-0.889640456,-0.133270944,-0.982884808,-0.051486764,-0.978788991,-1.193751313,1.266979255,-1.218548957,-1.536328518,-1.231086533,0.195089539,-1.364293281,-1.393299733,-1.291109882,1.461787901,-0.226668979,-0.145846388,0.413808861,0.738004208,-0.850024861,0.206122258,-0.166482162,1.12659688,-0.046779276,-0.234213481,1
-2.399817055,2.901478106,-2.313373982,1.24598774,-2.913279734,-2.6585325,-2.224470692,4.797214413,-1.12218554,-1.248847746,1.091807867,-1.01196666,0.921051621,-0.870774,-0.111884488,-1.194373806,-1.403302597,-1.440147477,0.523970737,1.434856636,0.561770871,-1.586566764,-1.150495081,0.342199153,3.001291925,-0.511495079,1.773456187,0.903670247,0.787623336,1
1.048437008,-0.559240305,0.614548873,-0.475641302,0.07719129,0.553928964,0.26978088,-0.12179521,-0.120282502,1.118912529,-0.168305001,0.710265356,-0.396551008,1.034507106,0.469062043,-0.124782187,0.357658881,1.669500231,-1.292445149,-0.782948897,-0.200908616,-0.240976604,-0.073420293,-0.604085791,0.710794391,-0.573989447,-0.179690364,-0.077152428,-0.890893272,0
-0.247896464,-0.210488486,1.249900853,-0.402802139,0.372271304,0.884248969,0.366302036,0.072022804,0.174425209,0.484126346,-0.601358166,0.321703274,-1.6130859,1.409238615,1.475258956,0.77426948,0.329645167,0.927121341,0.488596584,0.002937461,-0.147234554,-0.598055224,-0.163341901,-1.999567845,0.262801731,-0.928097235,0.008795066,-0.090435941,1.235980513,0
1.776500437,-0.35801097,-0.100697575,-0.116682352,0.441167807,-0.472773074,0.731411333,-0.258844364,0.495770958,0.782257485,-1.288029945,0.404084775,-1.102444404,1.41974841,0.291521611,0.265348677,0.325775682,0.134977191,-0.553387524,-0.495564425,-0.05636658,0.313623045,-0.039314259,0.073368155,0.634748311,-1.197985278,-0.284686372,-0.252546457,-0.658540324,0
-0.348624095,0.353160257,-0.666833955,0.921207018,-0.496249541,-0.70044129,-0.753177592,0.200294088,-1.117766252,-1.108435168,1.10921921,-1.221099126,0.981956781,-1.392939786,-0.103745729,-1.310570544,-1.540809253,-1.382066739,0.311987057,0.817295746,0.356101937,0.034955776,-0.160732472,-0.342312866,1.488101897,0.608406066,1.726474106,1.14528586,-0.55741207,1
-1.435336647,1.416955459,-1.481437183,1.76150384,-1.726597287,-1.397722899,-1.772209614,1.05819254,-1.728673158,-1.862953919,1.554646925,-1.86009862,0.181912693,-1.316828062,-1.489999665,-1.945600583,-2.152354698,-2.208537188,1.2511776,-0.147736207,0.461208843,-0.139292299,0.479638638,1.227114614,-0.66669533,-0.842541505,-1.003900019,-0.219546268,0.51762094,1
-0.294828969,-0.973850162,1.972255177,-1.437784081,-0.307727658,1.357657018,0.793491144,-0.042624456,0.022231893,0.339087746,-0.098825437,0.512507913,-0.744215626,0.413717869,-1.372329711,0.910732818,0.743743072,-0.469895696,-0.312146258,0.736729839,0.056029594,0.419853912,0.800314906,-0.553584761,0.536570353,-0.708920581,-0.300404722,0.091378093,0.502733115,0
0.016162194,-0.158960463,0.607019977,-1.124573954,0.870237361,0.275648452,1.228504003,-0.341581873,1.031317361,0.302347832,-1.116177933,0.231398146,-0.579528425,-0.110305206,-0.374370389,0.391529109,0.684718897,0.536548327,-0.08611264,-0.155022236,-0.244948102,-0.392845023,-0.332175562,0.721878694,-0.319982353,-0.590036999,-0.972332254,-1.320290838,0.600011892,0
-0.002739119,-0.693907429,2.084482171,-1.634087312,-0.22721716,0.697227203,0.255083944,-0.088190119,-0.684960917,1.178673871,-0.045801956,0.087505378,-0.571483022,0.649583459,0.84675678,0.175061592,0.730517684,0.935269939,0.097107616,-0.187227201,-0.057314397,0.442890681,-0.045702243,0.012797032,0.028065311,0.113009443,-0.140931717,0.073162681,1.046567156,0
-0.598222684,0.24593839,-0.070159134,0.231644733,-0.070430988,-0.058003334,-0.07947506,-0.553571467,1.07827022,0.462570587,0.650272201,-0.826538546,0.863692171,-0.390951323,0.99721722,-0.810739604,-0.627498397,-0.538946055,0.973695443,-0.346091883,0.460994271,-0.057839529,-0.486739575,0.459839452,-4.94E-05,-1.125198545,-2.248618099,-0.93887633,-1.508462721,1
-1.835700912,1.632521769,-2.072326984,2.354572865,-1.592942414,-0.988979371,-2.033952619,-0.075192801,-1.933517692,-1.925370489,2.168361735,-1.729536086,0.777968215,-1.694821824,-0.385663142,-1.514899539,-1.397284789,-1.443181869,0.363834467,0.815291888,-1.136290947,1.019685008,1.121322777,-1.69194334,-0.424272306,1.346969674,3.07069524,-3.540012839,-1.330490866,1
-0.560296759,-0.274201273,-0.476364064,0.427867662,-0.335067268,-0.61635941,-0.08063026,0.110098666,-0.576646058,-0.728759253,0.779623217,-0.82140353,-1.316592946,-0.854876165,0.825981442,-0.674084463,-0.651804809,-0.240392337,0.52643644,1.465474093,0.271979513,-0.169868978,0.836207962,0.057365633,0.28477444,0.274754515,0.605333438,0.37843792,-1.512419129,1
1.042442663,-0.320077354,0.622733317,-0.337020518,0.137278059,-0.152649534,0.466358696,-0.201064692,0.48602923,0.480699291,-0.642796107,0.906115333,0.65675618,0.528385347,1.253718457,0.800696579,0.425698856,0.120770752,-0.369794844,-0.220728619,-0.22117772,-0.751873373,0.096016584,0.633032287,0.302967185,0.232258234,-0.261318197,-0.02545027,0.961797735,0
-0.35133163,-0.635228977,-0.214691615,-2.69425282,-0.260555586,0.839712345,1.253260091,-0.561813416,0.206476435,0.366987255,-0.401866304,1.518066976,1.141892457,0.971555043,-0.339172687,-0.24743464,0.337312179,1.927046765,0.16597597,-2.576899248,0.253041254,-0.28079583,0.817251123,0.548455082,0.530547088,-0.281103888,0.383881878,-1.336198854,-0.075854596,0
-1.873360284,2.21586377,-1.928295618,1.79764815,-2.191596274,-0.533767818,-2.626403375,-1.03367637,-2.027572931,-2.357431714,1.323091036,-1.677339877,-0.398411781,-1.048986362,-2.067538438,-1.717747732,-1.876932326,-1.987187076,0.605980361,1.591641464,-1.919349591,1.490378905,1.714878778,0.783296403,-2.64750212,-2.487148187,-2.498627102,-1.228224518,-1.282687409,1
0.413345703,0.655661852,-0.759181104,1.197372404,1.088429587,-1.341249364,0.242057412,-0.177103761,-0.67038541,-0.714339627,1.053497866,-1.14420995,1.474363572,-1.247571545,-0.786183948,0.121982653,0.79574556,1.121089844,-2.062979585,0.281972586,-0.042795093,-0.559682199,-0.606115112,-0.686225138,2.537132874,1.106295473,0.429487788,0.878162959,-1.684321989,1
0.75383788,0.399837932,-0.486339182,0.850389149,1.925652695,-0.678360786,1.047721599,-0.304431158,-0.772810798,-0.04731144,0.747426875,-0.059583649,-1.470356775,-0.923560607,-0.298781544,3.052427316,4.341350716,3.396720537,-2.938757998,-0.11485231,-0.226628575,-0.256691386,-0.670996109,-0.713018507,2.133888515,1.079678388,-0.205779747,0.36876919,0.688768065,1
1.798664873,-0.45030034,0.024070004,-0.471964717,0.261041127,-0.236683823,0.49491958,-0.222408881,0.894205751,0.60489317,-0.90157378,0.766586601,-0.204813644,1.051261234,0.901917919,0.308056032,0.32501014,0.245306981,-0.525357299,-0.418325155,-0.001475216,0.79492803,0.061605658,2.651286742,0.292688478,-0.379277397,-0.266900183,-0.218460141,-1.658580777,0
1.722965877,-0.301664621,-0.439952622,-0.495497439,1.374876294,0.746266861,0.58496244,-0.114234596,0.440819774,0.243251058,0.150309804,0.624228256,-0.890560528,-0.025036185,0.170342797,0.397359901,1.649169924,0.323243401,-0.950862599,-0.403523122,-0.10023378,0.214096879,-0.072429339,-1.832590144,0.285477407,1.626371592,-0.283981992,-0.202745669,-0.122964453,0
0.927141154,0.181625508,-0.48994851,1.04009039,0.296393639,-0.150808593,-0.047801492,-0.031965853,-0.487401149,-0.223417027,0.685173037,-0.520757581,-0.881487737,-1.000272248,-1.722890414,0.141334112,-0.070386592,0.447102616,-1.291348234,0.006501656,0.007808505,-0.218354389,-0.04954763,-0.680548959,0.242608062,0.266446087,0.388401823,0.527460229,0.984764549,1
-1.402976125,1.411350019,-1.438814095,0.752832794,-1.415002696,-1.710693377,-1.092316392,1.63582466,-0.629329375,-0.89496237,0.536738913,-0.950461866,-0.526479677,-0.948655571,1.074829839,-0.860541762,-0.835330763,-0.799549492,0.266934118,0.670051586,0.253180397,-0.766598407,-0.098205858,-0.042681237,0.79924879,-0.623400661,1.315088549,0.460146564,1.538080673,1
-0.444472948,0.581253888,-0.585288699,0.340945184,-0.380112428,-1.017275977,-0.519144483,0.264870636,-0.17493612,-0.997290923,1.45135349,-1.22935916,0.522950309,-0.989356624,-0.50647895,-0.762377054,-0.730813155,-0.332901453,0.087484843,0.327797511,0.147360551,-0.490292387,-0.026437506,0.175502365,0.061815422,0.682729498,0.444878638,0.604041926,-1.201050746,1
